Repository,URL,Description,Stars,Subscribers,Open Issues,Last Update,Created,Last Release,Docs,CRDs Total,CRDs Alpha,CRDs Beta,CRDs V1
salaboy / cdevents-provider,https://github.com/salaboy/cdevents-provider,Crossplane Provider to Emit and consume CD Events ,0,3,0,2022-02-12,2022-02-12,0001-01-01,,0,0,0,0
lucj / provider-jet-exoscale,https://github.com/lucj/provider-jet-exoscale,,2,1,0,2022-02-12,2021-11-30,0001-01-01,,0,0,0,0
crossplane-contrib / provider-cloudinit,https://github.com/crossplane-contrib/provider-cloudinit,Crossplane provider for Cloud-init templating,8,3,3,2022-02-11,2021-03-27,0001-01-01,,0,0,0,0
crossplane-contrib / provider-capi,https://github.com/crossplane-contrib/provider-capi,@crossplane provider for @kubernetes-sigs Cluster API,8,3,0,2022-02-11,2020-11-12,0001-01-01,,0,0,0,0
crossplane-contrib / provider-tinkerbell,https://github.com/crossplane-contrib/provider-tinkerbell,**EXPERIMENTAL** (and non-functional) Crossplane Provider for Tinkerbell,4,2,0,2022-02-11,2020-11-06,0001-01-01,,0,0,0,0
crossplane-contrib / provider-equinix-metal,https://github.com/crossplane-contrib/provider-equinix-metal,Equinix Metal (formerly Packet) provider for @Crossplane enabling infrastructure management from Kubernetes,14,14,13,2022-02-11,2019-09-19,0001-01-01,,0,0,0,0
maqiuyujoyce / provider-jet-template,https://github.com/maqiuyujoyce/provider-jet-template,,0,1,0,2022-02-09,2022-02-09,0001-01-01,,0,0,0,0
janwillies / provider-akamai,https://github.com/janwillies/provider-akamai,,0,1,0,2022-02-08,2022-02-08,0001-01-01,,0,0,0,0
haorenfsa / provider-milvus,https://github.com/haorenfsa/provider-milvus,milvus provider for crossplane,0,1,0,2022-02-08,2022-02-08,0001-01-01,,0,0,0,0
AlertoJon-io / pagerduty-crossplane-provider,https://github.com/AlertoJon-io/pagerduty-crossplane-provider,,0,1,0,2022-02-05,2022-02-05,0001-01-01,,0,0,0,0
ADustyOldMuffin / provider-jet-do,https://github.com/ADustyOldMuffin/provider-jet-do,DigitalOcean terrajet provider,0,1,0,2022-02-03,2022-02-03,0001-01-01,,0,0,0,0
jmazumder / terraform-provider-spotinst,https://github.com/jmazumder/terraform-provider-spotinst,terrajet compatible terraform-provider-spotinst,0,1,0,2022-02-02,2022-02-02,0001-01-01,,0,0,0,0
jmazumder / terraform-provider-spotjet,https://github.com/jmazumder/terraform-provider-spotjet,,0,1,0,2022-02-02,2022-02-02,0001-01-01,,0,0,0,0
keinproblem / hello-crossplane,https://github.com/keinproblem/hello-crossplane,Managed with Crossplane Github Provider (generated with Terrajet),0,1,0,2022-02-02,2022-02-02,0001-01-01,,0,0,0,0
crossplane-contrib / provider-ibm-cloud,https://github.com/crossplane-contrib/provider-ibm-cloud,Crossplane provider for @ibm-cloud,11,6,0,2022-02-01,2020-10-14,0001-01-01,,0,0,0,0
bryanl / provider-jet-vsphere,https://github.com/bryanl/provider-jet-vsphere,,0,1,0,2022-01-31,2022-01-31,0001-01-01,,0,0,0,0
opentelekomcloud / provider-jet-opentelekomcloud,https://github.com/opentelekomcloud/provider-jet-opentelekomcloud,,0,1,0,2022-01-31,2022-01-20,0001-01-01,,0,0,0,0
maltejk / crossplane-provider-myrasec,https://github.com/maltejk/crossplane-provider-myrasec,,0,2,7,2022-01-27,2022-01-27,0001-01-01,,0,0,0,0
batthebee / provider-jet-github,https://github.com/batthebee/provider-jet-github,test,0,1,0,2022-01-25,2022-01-25,0001-01-01,,0,0,0,0
jaroslav-svoboda / provider-jet-azure-devops,https://github.com/jaroslav-svoboda/provider-jet-azure-devops,,0,1,1,2022-01-24,2022-01-24,0001-01-01,,0,0,0,0
crossplane-contrib / provider-cloudflare,https://github.com/crossplane-contrib/provider-cloudflare,A Cloudflare provider for Crossplane,12,2,7,2022-01-19,2021-03-10,0001-01-01,,0,0,0,0
HoogWater / provider-naas,https://github.com/HoogWater/provider-naas,,0,1,0,2022-01-19,2022-01-19,0001-01-01,,0,0,0,0
turkenh / provider-jet-tencentcloud,https://github.com/turkenh/provider-jet-tencentcloud,,0,1,0,2022-01-19,2022-01-18,0001-01-01,,0,0,0,0
crossplane-contrib / provider-styra,https://github.com/crossplane-contrib/provider-styra,Crossplane Provider for Styra,13,5,1,2022-01-18,2021-07-26,2022-01-19,https://doc.crds.dev/github.com/crossplane-contrib/provider-styra@v0.2.0,6,6,0,0
rauerhans / xplane-prov,https://github.com/rauerhans/xplane-prov,,0,1,0,2022-01-17,2022-01-17,0001-01-01,,0,0,0,0
jerrymccollom / provider-sample,https://github.com/jerrymccollom/provider-sample,Sample provider,0,1,0,2022-01-17,2022-01-16,0001-01-01,,0,0,0,0
bigmikes / test-crossplane-provider,https://github.com/bigmikes/test-crossplane-provider,,0,2,0,2022-01-16,2022-01-16,0001-01-01,,0,0,0,0
3pings / xplane-intersight,https://github.com/3pings/xplane-intersight,,0,1,0,2022-01-13,2022-01-13,0001-01-01,,0,0,0,0
crossplane-contrib / provider-influxdb,https://github.com/crossplane-contrib/provider-influxdb,Crossplane provider for InfluxDB Cloud,3,4,0,2022-01-10,2021-11-22,0001-01-01,,0,0,0,0
IBM / crossplane-provider-ibm-cloud,https://github.com/IBM/crossplane-provider-ibm-cloud,IBM Bedrock version of Crossplane Provider for IBM Cloud,0,4,0,2022-01-10,2021-11-30,2022-02-28,https://doc.crds.dev/github.com/IBM/crossplane-provider-ibm-cloud@v1.5.0,15,13,2,0
IBM / crossplane-provider-kubernetes,https://github.com/IBM/crossplane-provider-kubernetes,Crossplane provider for k8s,2,4,0,2022-01-05,2021-10-29,2022-02-28,https://doc.crds.dev/github.com/IBM/crossplane-provider-kubernetes@v1.5.0,3,3,0,0
shailsirohi / orchestration-provider,https://github.com/shailsirohi/orchestration-provider,Provider for orchestration,0,1,0,2021-12-30,2021-12-15,0001-01-01,,0,0,0,0
yyai326 / provider-yy,https://github.com/yyai326/provider-yy,,0,1,0,2021-12-24,2021-12-10,0001-01-01,,0,0,0,0
crossplane-contrib / provider-jet-linode,https://github.com/crossplane-contrib/provider-jet-linode,,0,3,3,2021-12-22,2021-12-02,0001-01-01,,0,0,0,0
fahedouch / crossplane-provider-ansible,https://github.com/fahedouch/crossplane-provider-ansible,crossplane provider ansible,0,1,0,2021-12-21,2021-12-21,0001-01-01,,0,0,0,0
cromark / terraform-provider-github,https://github.com/cromark/terraform-provider-github,terraform-provider-github,0,2,0,2021-12-20,2021-12-20,0001-01-01,,0,0,0,0
rajendragosavi / my-own-crossplane-provider,https://github.com/rajendragosavi/my-own-crossplane-provider,,0,1,0,2021-12-19,2021-12-19,0001-01-01,,0,0,0,0
meghana-rajashekar / new_repo,https://github.com/meghana-rajashekar/new_repo,,0,1,0,2021-12-17,2021-12-17,0001-01-01,,0,0,0,0
crossplane-contrib / provider-newrelic,https://github.com/crossplane-contrib/provider-newrelic,,4,6,1,2021-12-15,2021-05-19,0001-01-01,,0,0,0,0
IBM / crossplane-provider-aws,https://github.com/IBM/crossplane-provider-aws,IBM Bedrock fork of provider-aws,0,2,0,2021-12-13,2021-12-01,0001-01-01,,0,0,0,0
elyasafm / my_private_cloud,https://github.com/elyasafm/my_private_cloud,,0,1,0,2021-12-12,2021-12-12,0001-01-01,,0,0,0,0
jasonmimick / provider-mongodbatlas-terraform,https://github.com/jasonmimick/provider-mongodbatlas-terraform,POC using terrajet to link up the MongoDB Atlas Terraform provider into Crossplane,0,1,0,2021-12-07,2021-12-07,0001-01-01,,0,0,0,0
herveleclerc / crossplane-provider-azure,https://github.com/herveleclerc/crossplane-provider-azure,En attendant le fix-298,0,1,0,2021-12-07,2021-12-07,0001-01-01,,0,0,0,0
crossplane-contrib / provider-tf-equinix,https://github.com/crossplane-contrib/provider-tf-equinix,Crossplane Provider for Equinix based on the Terraform provider,2,2,0,2021-12-03,2021-11-17,0001-01-01,,0,0,0,0
samueltorres / crossplane-do-provider,https://github.com/samueltorres/crossplane-do-provider,,0,1,0,2021-11-25,2021-11-24,0001-01-01,,0,0,0,0
crossplane-contrib / provider-bitbucket-server,https://github.com/crossplane-contrib/provider-bitbucket-server,A Crossplane Provider for Bitbucket Server,7,5,3,2021-11-25,2021-03-08,0001-01-01,,0,0,0,0
Telemetron / provider-jet-datadog,https://github.com/Telemetron/provider-jet-datadog,,0,1,0,2021-11-22,2021-11-22,0001-01-01,,0,0,0,0
luebken / provider-tf-rancher,https://github.com/luebken/provider-tf-rancher,EXPERIMENTAL,0,2,0,2021-11-11,2021-11-11,0001-01-01,,0,0,0,0
luebken / provider-jet-rancher,https://github.com/luebken/provider-jet-rancher,EXPERIMENTAL,0,2,0,2021-11-11,2021-11-11,0001-01-01,,0,0,0,0
knfoo / provider-private-cloud,https://github.com/knfoo/provider-private-cloud,,0,1,0,2021-10-28,2021-10-28,0001-01-01,,0,0,0,0
cloud-pak-gitops / crossplane-provider-instana,https://github.com/cloud-pak-gitops/crossplane-provider-instana,Crossplane Provider for Instana to simplify the installation and management of Instana Cluster,0,5,0,2021-10-21,2021-10-11,0001-01-01,,0,0,0,0
cloud-pak-gitops / crossplane-provider-cp4waiops,https://github.com/cloud-pak-gitops/crossplane-provider-cp4waiops,Crossplane Provider for Cloud Pak for Watson AIOps to simplify the installation and management of Cloud Pak for Watson AIOps,0,5,0,2021-10-21,2021-10-11,0001-01-01,,0,0,0,0
jianh619 / provider-instana,https://github.com/jianh619/provider-instana,,0,1,0,2021-10-18,2021-09-15,0001-01-01,,0,0,0,0
crossplane-contrib / provider-nop,https://github.com/crossplane-contrib/provider-nop,,4,6,2,2021-10-15,2021-04-08,0001-01-01,,0,0,0,0
cdloh / provider-tf-cloudflare,https://github.com/cdloh/provider-tf-cloudflare,,0,1,0,2021-10-14,2021-10-14,0001-01-01,,0,0,0,0
crossplane-contrib / provider-terraform-vsphere,https://github.com/crossplane-contrib/provider-terraform-vsphere,An experimental @crossplane provider for @vmware vSphere,13,6,3,2021-10-12,2021-02-01,0001-01-01,,0,0,0,0
crossplane-contrib / terraform-provider-gen,https://github.com/crossplane-contrib/terraform-provider-gen,,13,7,4,2021-10-12,2020-10-20,0001-01-01,,0,0,0,0
jograca / provider-template,https://github.com/jograca/provider-template,Crossplane Provider Template,0,2,0,2021-10-12,2021-10-12,0001-01-01,,0,0,0,0
salaboy / provider-knative,https://github.com/salaboy/provider-knative,Crossplane Knative Provider (install Knative into your Kubernetes Clusters) ,0,2,0,2021-09-11,2021-09-11,0001-01-01,,0,0,0,0
jgillich / crossplane-provider-scaleway,https://github.com/jgillich/crossplane-provider-scaleway,,0,1,0,2021-09-11,2021-09-11,0001-01-01,,0,0,0,0
jograca / provider-awsscheduler,https://github.com/jograca/provider-awsscheduler,provider-awsscheduler,0,2,0,2021-09-03,2021-09-03,0001-01-01,,0,0,0,0
crossplane-contrib / provider-rancher,https://github.com/crossplane-contrib/provider-rancher,,3,4,0,2021-08-19,2021-06-07,0001-01-01,,0,0,0,0
luebken / provider-stormforge,https://github.com/luebken/provider-stormforge,,0,2,0,2021-08-02,2021-08-02,0001-01-01,,0,0,0,0
crossplane-contrib / provider-ssh,https://github.com/crossplane-contrib/provider-ssh,@crossplane SSH Provider,4,3,1,2021-07-26,2020-09-18,0001-01-01,,0,0,0,0
benagricola / provider-externaldata,https://github.com/benagricola/provider-externaldata,A provider to pull external data into a Crossplane composition so it can be used as a patching source,0,1,0,2021-07-26,2021-07-23,0001-01-01,,0,0,0,0
jianh619 / cloudpak-provider,https://github.com/jianh619/cloudpak-provider,Cloudpak deploying using crossplane,0,1,1,2021-06-04,2021-05-29,0001-01-01,,0,0,0,0
hasheddan / kc-provider-github,https://github.com/hasheddan/kc-provider-github,@github provider for @crossplane - Kubecon NA 2020,3,2,1,2021-05-31,2020-10-15,0001-01-01,,0,0,0,0
benagricola / provider-aws-irsa,https://github.com/benagricola/provider-aws-irsa,Implements an AWS IAM Role that can be assumed by an EKS Service Account,0,1,0,2021-05-27,2021-05-27,0001-01-01,,0,0,0,0
morningspace / provider-roboshop,https://github.com/morningspace/provider-roboshop,,0,1,0,2021-05-16,2021-05-16,0001-01-01,,0,0,0,0
jeremycaine / acme-crossplane-provider,https://github.com/jeremycaine/acme-crossplane-provider,ACME Crossplane provider development,0,1,0,2021-05-11,2021-05-11,0001-01-01,,0,0,0,0
salaboy / provider-kubecon,https://github.com/salaboy/provider-kubecon,,0,2,0,2021-05-10,2021-05-10,0001-01-01,,0,0,0,0
laetho / provider-metagraf,https://github.com/laetho/provider-metagraf,crossplane provider research,0,2,0,2021-05-07,2021-05-07,0001-01-01,,0,0,0,0
benagricola / provider-yaegi,https://github.com/benagricola/provider-yaegi,This is a horrible idea. Exposes the traefik/yaegi interpreter as a Crossplane resource.,0,1,0,2021-05-05,2021-05-05,0001-01-01,,0,0,0,0
negz / provider-nop,https://github.com/negz/provider-nop,The least useful @crossplane provider,1,2,0,2021-04-29,2020-07-03,0001-01-01,,0,0,0,0
crossplane-contrib / provider-equinix,https://github.com/crossplane-contrib/provider-equinix,,2,4,1,2021-04-23,2021-04-22,0001-01-01,,0,0,0,0
jianh619 / provider-ssh,https://github.com/jianh619/provider-ssh,,0,1,0,2021-04-23,2021-04-22,0001-01-01,,0,0,0,0
rahulgrover99 / provider-nop-2,https://github.com/rahulgrover99/provider-nop-2,,0,1,1,2021-04-12,2021-04-08,0001-01-01,,0,0,0,0
crossplanebook / provider-template,https://github.com/crossplanebook/provider-template,A template repository for bootstrapping new Crossplane providers.,6,2,1,2021-04-05,2020-03-29,0001-01-01,,0,0,0,0
jianh619 / crossplane-test-provider,https://github.com/jianh619/crossplane-test-provider,,0,1,0,2021-03-04,2021-03-04,0001-01-01,,0,0,0,0
crossplane-contrib / provider-opsgenie,https://github.com/crossplane-contrib/provider-opsgenie,Crossplane Provider for Atlassian OpsGenie,2,5,0,2021-02-12,2020-12-01,0001-01-01,,0,0,0,0
siddharthlal-cn / scratch-provider,https://github.com/siddharthlal-cn/scratch-provider,,0,1,0,2020-12-19,2020-12-19,0001-01-01,,0,0,0,0
crossplane-contrib / provider-gen-aws,https://github.com/crossplane-contrib/provider-gen-aws,A Crossplane Provider that has been generated using AWS ACK Project,3,3,0,2020-11-28,2020-10-23,0001-01-01,,0,0,0,0
niiku / crossplane-example-provider,https://github.com/niiku/crossplane-example-provider,,0,1,0,2020-11-13,2020-11-13,0001-01-01,,0,0,0,0
muvaf / test-generated-aws,https://github.com/muvaf/test-generated-aws,,0,1,0,2020-10-23,2020-10-19,0001-01-01,,0,0,0,0
